year,month,DevelopmentRegion,RegionalDistrict,Municipality,tot_mkt_trans,no_res_trans,n_res_acreage_trans,n_res_fam,n_res_1fam_dwelling,n_res_strata,n_res_other,n_comm_tran,n_comm_comm,n_comm_strata_nores,n_comm_other,n_recr_tran,n_farm_tran,n_unkn_tran,sum_FMV,mn_FMV,md_FMV,sum_PPT_paid,md_PPT,n_foreign_tran,sum_FMV_foreign,add_tax_paid,n_res_1fam_suite,n_res_1fam_vacant_res,n_res_1fam_other,n_res_strata_row,n_res_strata_other,n_fth,n_nbh,sum_FMV_res,sum_FMV_foreign_res,md_FMV_foreign_res,mn_FMV_foreign_res,sum_invest_foreign_res,n_foreign_nonres,n_foreign_other,n_foreign_res
2016,1,MAINLAND/SOUTHWEST,METRO VANCOUVER,CITY OF BURNABY,599,593,0,5,178,307,103,6,4,2,0,0,0,0,470246645.2,785052.83,468100,8218704.36,7362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,MAINLAND/SOUTHWEST,METRO VANCOUVER,CITY OF COQUITLAM,447,439,1,1,151,120,166,6,2,1,3,0,0,2,306396388.2,685450.5328,410000,5241731.76,6200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,MAINLAND/SOUTHWEST,METRO VANCOUVER,CITY OF LANGLEY,83,82,0,2,18,32,30,1,0,1,0,0,0,0,38368764.79,462274.2746,324900,603435.18,4498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,MAINLAND/SOUTHWEST,METRO VANCOUVER,CITY OF NEW WESTMINSTER,147,144,0,3,31,87,23,0,0,0,0,0,0,3,81165703.77,552147.6447,418800,1335593.18,6376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,MAINLAND/SOUTHWEST,METRO VANCOUVER,CITY OF NORTH VANCOUVER,145,144,0,2,52,79,11,1,1,0,0,0,0,0,148033986.5,1020924.045,790000,2670751.72,13800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,MAINLAND/SOUTHWEST,METRO VANCOUVER,CITY OF PORT COQUITLAM,104,98,0,1,43,54,0,6,1,5,0,0,0,0,55574121.5,534366.5529,459500,906931.85,7190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,MAINLAND/SOUTHWEST,METRO VANCOUVER,CITY OF PORT MOODY,87,87,0,0,27,60,0,0,0,0,0,0,0,0,59999040.2,689644.1402,531531.2,1026980.8,8630.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,MAINLAND/SOUTHWEST,METRO VANCOUVER,CITY OF RICHMOND,587,558,1,6,189,321,41,28,3,25,0,0,0,1,493324092.3,840415.8302,605000,8708288.46,10100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,MAINLAND/SOUTHWEST,METRO VANCOUVER,CITY OF SURREY,1172,1127,11,2,656,404,53,37,3,27,7,0,4,4,801220603,683635.3268,560000,13724960.4,9200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,MAINLAND/SOUTHWEST,METRO VANCOUVER,CITY OF VANCOUVER,1242,1187,0,34,402,609,142,53,20,29,4,0,0,2,1707883018,1375107.1,761575,31680684.69,13231.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,MAINLAND/SOUTHWEST,METRO VANCOUVER,CITY OF WHITE ROCK,68,67,0,4,33,29,1,1,1,0,0,0,0,0,71043342.6,1044755.038,711250,1289236.85,12225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,MAINLAND/SOUTHWEST,METRO VANCOUVER,DISTRICT OF BOWEN ISLAND,16,15,2,0,13,0,0,1,1,0,0,0,0,0,10054400,628400,675000,169839,11500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,MAINLAND/SOUTHWEST,METRO VANCOUVER,DISTRICT OF DELTA,177,168,1,0,126,40,1,7,5,2,0,0,2,0,148327213.8,838006.8575,728000,2619247.58,12560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,MAINLAND/SOUTHWEST,METRO VANCOUVER,DISTRICT OF MAPLE RIDGE,253,248,13,1,153,67,9,3,0,3,0,0,0,2,120889536.4,477824.2545,470000,1919682.79,7400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,MAINLAND/SOUTHWEST,METRO VANCOUVER,DISTRICT OF NORTH VANCOUVER,163,159,0,0,98,61,0,4,3,1,0,0,0,0,209063788,1282599.926,1235000,3855275.74,22700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,MAINLAND/SOUTHWEST,METRO VANCOUVER,DISTRICT OF PITT MEADOWS,40,37,2,0,17,18,0,2,0,2,0,0,1,0,20024420.2,500610.505,406250,322226.4,6125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,MAINLAND/SOUTHWEST,METRO VANCOUVER,DISTRICT OF WEST VANCOUVER,109,108,0,1,86,21,0,1,0,1,0,0,0,0,356342918.5,3269201.087,2727000,6908858.4,52540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,MAINLAND/SOUTHWEST,METRO VANCOUVER,LOWER MAINLAND RURAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,MAINLAND/SOUTHWEST,METRO VANCOUVER,MAPLE RIDGE RURAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,MAINLAND/SOUTHWEST,METRO VANCOUVER,MUSQUEAM INDIAN BAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,MAINLAND/SOUTHWEST,METRO VANCOUVER,TOWNSHIP OF LANGLEY,260,251,27,1,121,102,0,4,1,3,0,0,5,0,185318989.4,712765.3438,575000,3191141.39,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,MAINLAND/SOUTHWEST,METRO VANCOUVER,UNIVERSITY ENDOWMENT LANDS,1,1,0,0,0,1,0,0,0,0,0,0,0,0,682000,682000,682000,nr,nr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,MAINLAND/SOUTHWEST,METRO VANCOUVER,VILLAGE OF ANMORE,4,4,0,0,4,0,0,0,0,0,0,0,0,0,3580800,895200,880400,nr,nr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,MAINLAND/SOUTHWEST,METRO VANCOUVER,VILLAGE OF BELCARRA,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2235701.25,1117850.625,1117850.625,nr,nr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,MAINLAND/SOUTHWEST,METRO VANCOUVER,VILLAGE OF LIONS BAY,6,6,0,0,6,0,0,0,0,0,0,0,0,0,7888572,1314762,1341905,145771.43,24838.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,MAINLAND/SOUTHWEST,SQUAMISH-LILLOOET,DISTRICT OF LILLOOET,4,4,2,0,2,0,0,0,0,0,0,0,0,0,1151900,287975,341200,nr,nr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,MAINLAND/SOUTHWEST,SQUAMISH-LILLOOET,DISTRICT OF SQUAMISH,72,66,4,0,40,19,3,3,2,1,0,0,2,1,43031657.4,597661.9083,494250,718448.14,7885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,MAINLAND/SOUTHWEST,SQUAMISH-LILLOOET,DISTRICT OF WHISTLER,115,76,1,1,19,50,5,39,0,37,2,0,0,0,72065752.18,626658.7146,335000,1274507.46,4700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,MAINLAND/SOUTHWEST,SQUAMISH-LILLOOET,LILLOOET RURAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,MAINLAND/SOUTHWEST,SQUAMISH-LILLOOET,SQUAMISH RURAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,MAINLAND/SOUTHWEST,SQUAMISH-LILLOOET,VILLAGE OF PEMBERTON,7,6,0,0,1,5,0,1,1,0,0,0,0,0,1827000,261000,245000,nr,nr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,MAINLAND/SOUTHWEST,SUNSHINE COAST,DISTRICT OF SECHELT,93,88,20,0,60,8,0,4,4,0,0,0,0,1,45687695.27,491265.5405,385000,732564.02,5660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,MAINLAND/SOUTHWEST,SUNSHINE COAST,DISTRICT OF SECHELT INDIAN GOV'T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,MAINLAND/SOUTHWEST,SUNSHINE COAST,SECHELT RURAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,MAINLAND/SOUTHWEST,SUNSHINE COAST,TOWN OF GIBSONS,13,12,0,0,9,2,1,1,1,0,0,0,0,0,3944275.2,303405.7846,310000,54635.5,4200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,NECHAKO & NORTH COAST,BULKLEY-NECHAKO,DISTRICT OF FORT ST. JAMES,4,4,0,0,4,0,0,0,0,0,0,0,0,0,563200,140800,170000,nr,nr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,NECHAKO & NORTH COAST,BULKLEY-NECHAKO,DISTRICT OF HOUSTON,3,3,1,0,2,0,0,0,0,0,0,0,0,0,362250,120750,79250,nr,nr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,NECHAKO & NORTH COAST,BULKLEY-NECHAKO,DISTRICT OF VANDERHOOF,18,17,9,0,8,0,0,0,0,0,0,0,1,0,2259816,125545.3333,82250,26201.02,822.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,NECHAKO & NORTH COAST,BULKLEY-NECHAKO,SMITHERS RURAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,NECHAKO & NORTH COAST,BULKLEY-NECHAKO,TOWN OF SMITHERS,21,15,8,0,6,1,0,3,3,0,0,0,2,1,5706250,271726.1905,237500,83522.5,2750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,NECHAKO & NORTH COAST,BULKLEY-NECHAKO,VANDERHOOF RURAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
