year,month,DevelopmentRegion,RegionalDistrict,Municipality,tot_mkt_trans,no_res_trans,n_res_acreage_trans,n_res_fam,n_res_1fam_dwelling,n_res_strata,n_res_other,n_comm_tran,n_comm_comm,n_comm_strata_nores,n_comm_other,n_recr_tran,n_farm_tran,n_unkn_tran,sum_FMV,mn_FMV,md_FMV,sum_PPT_paid,md_PPT,n_foreign_tran,sum_FMV_foreign,add_tax_paid,n_res_1fam_suite,n_res_1fam_vacant_res,n_res_1fam_other,n_res_strata_row,n_res_strata_other,n_fth,n_nbh,sum_FMV_res,sum_FMV_foreign_res,md_FMV_foreign_res,mn_FMV_foreign_res,sum_invest_foreign_res,n_foreign_nonres,n_foreign_other,n_foreign_res
2017,7,MAINLAND/SOUTHWEST,FRASER VALLEY,NA,1201,1158,29,1,612,384,97,25,8,13,4,9,8,1,673718592,560964.6894,485000,10952036.17,7000,17,9889200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,7,MAINLAND/SOUTHWEST,METRO VANCOUVER,NA,7381,7191,54,78,2417,3305,1268,150,41,92,17,1,6,33,7335517675,993837.9182,695000,159781860.6,11900,249,304866017.3,21571569.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,7,MAINLAND/SOUTHWEST,SQUAMISH-LILLOOET,NA,244,227,8,0,87,97,12,3,0,2,1,10,2,2,202128855.7,828396.9497,605500,3776592.05,9740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,7,MAINLAND/SOUTHWEST,SUNSHINE COAST,NA,134,127,12,1,97,15,2,6,4,1,1,1,0,0,82846263.61,618255.6986,513095.24,1376162.69,8040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,7,NECHAKO & NORTH COAST,BULKLEY-NECHAKO,NA,121,109,38,1,60,3,2,4,3,1,0,3,5,0,25895803.53,214014.9052,180000,344139.47,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,7,NECHAKO & NORTH COAST,KITIMAT-STIKINE,NA,76,73,7,0,60,0,4,2,2,0,0,1,0,0,18077997.78,237868.3918,255750,221994.71,2850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,7,NECHAKO & NORTH COAST,NORTH COAST,NA,44,38,2,0,34,0,2,4,4,0,0,0,0,2,8985586.98,204217.8859,154700,118564.73,1547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,7,NORTHEAST,NORTHERN ROCKIES RM-PEACE RIVER,NA,168,130,25,0,93,1,1,6,4,0,2,3,27,2,43031594.11,256140.4411,243500,569578.58,2490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,7,REST OF PROVINCE,Rest of province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,61443803.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,7,THOMPSON/OKANAGAN,CENTRAL OKANAGAN,NA,739,720,19,2,392,223,70,13,8,2,3,1,2,3,425898187.1,576316.8973,496952.38,6914126.41,7642,10,6521597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,7,THOMPSON/OKANAGAN,COLUMBIA-SHUSWAP,NA,255,239,31,1,164,24,15,4,2,0,2,7,4,1,84362508.77,330833.3677,310000,1184259.27,3800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,7,THOMPSON/OKANAGAN,NORTH OKANAGAN,NA,341,327,25,1,210,73,5,6,6,0,0,1,7,0,161197248.5,472719.2038,389900,2581249.58,5700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,7,THOMPSON/OKANAGAN,OKANAGAN-SIMILKAMEEN,NA,338,320,34,2,179,82,13,6,3,1,2,5,7,0,143347118.9,424103.9019,386000,2178555.57,5500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,7,THOMPSON/OKANAGAN,THOMPSON-NICOLA,NA,470,450,26,1,301,74,31,6,4,1,1,3,8,3,171414028.4,364710.6988,350000,2455603.12,4790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,7,UNKNOWN,UNKNOWN,NA,149,140,0,0,3,8,124,5,0,3,2,1,0,3,82449755.11,553354.0611,400000,1354839.15,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,7,VANCOUVER ISLAND/COAST,ALBERNI-CLAYOQUOT,NA,229,219,37,0,161,13,2,4,2,0,2,5,1,0,91953948.78,401545.6279,315000,1436969.35,4270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,7,VANCOUVER ISLAND/COAST,CAPITAL,NA,1075,1047,38,9,570,360,50,23,13,4,6,3,1,1,717392155.4,667341.5399,560000,12273284.45,9000,42,34582185.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,7,VANCOUVER ISLAND/COAST,CENTRAL COAST-MOUNT WADDINGTON,NA,28,25,1,0,16,6,0,2,2,0,0,1,0,0,7445924.67,265925.8811,154800,120713.25,1548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,7,VANCOUVER ISLAND/COAST,COMOX VALLEY,NA,324,313,25,0,201,67,14,3,2,1,0,4,2,2,138213946.7,426586.2552,398950,2068811.62,5655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,7,VANCOUVER ISLAND/COAST,COWICHAN VALLEY,NA,301,294,33,1,207,34,8,3,3,0,0,1,3,0,132843719,441341.2591,409000,1994821.8,5684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,7,VANCOUVER ISLAND/COAST,NANAIMO,NA,497,484,18,1,333,95,24,13,11,1,1,0,0,0,238457111.3,479792.9805,437000,3626011.12,6400,29,19975791.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,7,VANCOUVER ISLAND/COAST,POWELL RIVER,NA,62,61,3,0,51,5,2,0,0,0,0,1,0,0,19915680.23,321220.6489,311000,269334.1,4100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,7,VANCOUVER ISLAND/COAST,STRATHCONA,NA,166,163,12,0,120,24,4,2,2,0,0,1,0,0,55739144.81,335777.9808,326000,764899.08,4200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,8,CARIBOO,CARIBOO,NA,212,196,62,0,119,6,5,2,1,0,1,7,5,2,49846581.45,235125.3842,197750,678105.15,1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,8,CARIBOO,FRASER-FORT GEORGE,NA,298,291,48,0,212,21,5,4,4,0,0,2,1,0,81119130.62,272211.8477,274000,1038677.63,3135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,8,KOOTENAY,CENTRAL KOOTENAY,NA,233,219,50,0,144,12,9,5,3,0,2,4,3,2,71601132.75,307300.9989,279000,1006230.76,3500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,8,KOOTENAY,EAST KOOTENAY,NA,324,300,34,2,192,59,6,19,13,0,6,4,1,0,96924521.12,299149.7565,265523.5,1379275.64,3245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,8,KOOTENAY,KOOTENAY-BOUNDARY,NA,179,164,27,2,99,29,3,7,7,0,0,7,0,1,41603855.62,232423.7744,215000,541223.35,2300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,8,MAINLAND/SOUTHWEST,FRASER VALLEY,NA,1219,1192,50,7,627,398,73,16,5,9,2,5,4,2,722106251.4,592375.924,500000,12191195.31,7400,13,9283239.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,8,MAINLAND/SOUTHWEST,METRO VANCOUVER,NA,7837,7706,62,58,2464,3429,1588,100,31,49,20,12,8,11,7372635624,940747.1768,676900,156817719.6,11600,265,279539056.9,21736517.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,259
2017,8,MAINLAND/SOUTHWEST,SQUAMISH-LILLOOET,NA,231,218,8,0,87,81,13,2,0,2,0,7,0,4,184346285.9,798035.8698,610000,3393153.08,10150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,8,MAINLAND/SOUTHWEST,SUNSHINE COAST,NA,143,138,17,0,104,17,0,0,0,0,0,4,0,1,80985944.71,566335.2777,514000,1346754.41,8280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,8,NECHAKO & NORTH COAST,BULKLEY-NECHAKO,NA,113,94,27,0,59,4,1,10,4,1,5,3,4,2,25354192.93,224373.3888,220000,343152.37,2400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,8,NECHAKO & NORTH COAST,KITIMAT-STIKINE,NA,73,70,5,0,61,2,1,2,1,1,0,1,0,0,16679234.07,228482.6585,215000,214623.39,2210.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,8,NECHAKO & NORTH COAST,NORTH COAST,NA,43,42,1,0,39,1,0,0,0,0,0,0,0,1,9976700,232016.2791,247000,132278.7,2940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,8,NORTHEAST,NORTHERN ROCKIES RM-PEACE RIVER,NA,149,123,26,0,81,5,1,5,5,0,0,1,18,2,40334885.18,270703.9274,254000,543718.33,2600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,8,REST OF PROVINCE,Rest of province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,53468786.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,192
2017,8,THOMPSON/OKANAGAN,CENTRAL OKANAGAN,NA,911,898,24,2,464,308,89,7,5,2,0,1,2,3,554835232,609039.7717,480000,9541603.1,7100,28,22079288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,8,THOMPSON/OKANAGAN,COLUMBIA-SHUSWAP,NA,314,285,39,1,196,30,7,8,8,0,0,18,1,2,99892097.12,318127.6978,293500,1406608.77,3590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,8,THOMPSON/OKANAGAN,NORTH OKANAGAN,NA,339,327,24,1,204,74,17,3,2,1,0,5,1,3,146507104.7,432174.3502,379500,2168334.71,5280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,8,THOMPSON/OKANAGAN,OKANAGAN-SIMILKAMEEN,NA,439,411,30,7,231,90,36,12,7,1,4,9,5,2,192184980.7,437778.9994,356000,2993527.24,4980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,8,THOMPSON/OKANAGAN,THOMPSON-NICOLA,NA,476,451,17,4,316,84,15,8,8,0,0,6,8,3,191593034.4,402506.3747,334500,2920965.27,4260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,8,UNKNOWN,UNKNOWN,NA,68,65,4,0,9,7,42,0,0,0,0,1,1,1,34583380.04,508579.1182,312250,588667.5,3955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,8,VANCOUVER ISLAND/COAST,ALBERNI-CLAYOQUOT,NA,229,219,30,3,172,7,3,6,3,0,3,4,0,0,96419013.07,421043.7252,337000,1498350.72,4400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,8,VANCOUVER ISLAND/COAST,CAPITAL,NA,1252,1227,52,11,651,417,80,22,8,8,6,1,2,0,861259534.3,687906.9763,581092.11,14734116.82,9145.475,49,39324976.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,8,VANCOUVER ISLAND/COAST,CENTRAL COAST-MOUNT WADDINGTON,NA,39,37,10,0,22,5,0,1,1,0,0,1,0,0,6535000,167564.1026,148000,76156,1480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,8,VANCOUVER ISLAND/COAST,COMOX VALLEY,NA,310,303,12,1,187,52,46,5,4,0,1,1,1,0,132025414.2,425888.4328,398750,1799083.91,5138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,8,VANCOUVER ISLAND/COAST,COWICHAN VALLEY,NA,297,295,23,1,224,34,10,1,0,0,1,1,0,0,134398718.8,452520.9386,408000,2085340.94,5900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,8,VANCOUVER ISLAND/COAST,NANAIMO,NA,582,569,20,2,366,132,26,7,5,0,2,3,2,1,250270607.9,430018.2267,402500,3637588.56,5600,19,11606766.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,8,VANCOUVER ISLAND/COAST,POWELL RIVER,NA,66,59,2,0,47,4,5,5,4,0,1,1,0,1,18223311.63,276110.7823,269000,231415.77,3155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,8,VANCOUVER ISLAND/COAST,STRATHCONA,NA,180,178,11,1,141,22,1,2,1,1,0,0,0,0,61871299.11,343729.4395,345125,820523.55,4525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,9,CARIBOO,CARIBOO,NA,210,198,69,1,115,7,0,4,3,0,1,2,5,1,51262871.67,244108.9127,215000,703856.48,2300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,9,CARIBOO,FRASER-FORT GEORGE,NA,316,297,32,2,190,20,49,8,5,0,3,1,10,0,81925529.91,259258.006,250000,985814.49,2615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,9,KOOTENAY,CENTRAL KOOTENAY,NA,209,198,36,0,127,13,15,2,2,0,0,7,2,0,57248136.35,273914.528,240000,777387.74,2400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,9,KOOTENAY,EAST KOOTENAY,NA,241,228,25,1,137,55,3,6,5,0,1,6,1,0,74206934.85,307912.5927,250000,1045969.82,2900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,9,KOOTENAY,KOOTENAY-BOUNDARY,NA,189,178,20,0,118,29,1,3,3,0,0,7,0,1,46068776.43,243750.1398,199900,620623.02,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,9,MAINLAND/SOUTHWEST,FRASER VALLEY,NA,974,945,31,0,494,316,64,23,11,3,9,4,2,0,578944071,594398.4302,485000,9894504.81,7056,15,9540800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,9,MAINLAND/SOUTHWEST,METRO VANCOUVER,NA,6220,6092,57,44,1741,2661,1497,119,33,53,33,5,2,2,6125331610,984780.0015,640000,141849141.8,10885,315,269308344.6,24878313.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,9,MAINLAND/SOUTHWEST,SQUAMISH-LILLOOET,NA,269,250,9,1,72,96,43,6,1,4,1,12,0,1,188927193.3,702331.5736,560000,3275920.76,8720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,9,MAINLAND/SOUTHWEST,SUNSHINE COAST,NA,133,117,19,0,69,17,10,3,0,0,3,12,0,1,71781646.4,539711.6271,449000,1143201.06,6490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,9,NECHAKO & NORTH COAST,BULKLEY-NECHAKO,NA,102,92,28,5,49,6,2,4,3,0,1,4,1,1,20205973.34,198097.7778,195000,260534.73,1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,9,NECHAKO & NORTH COAST,KITIMAT-STIKINE,NA,61,55,8,0,43,1,0,6,4,0,2,0,0,0,15056808.42,246832.9249,190250,203222.22,1870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,9,NECHAKO & NORTH COAST,NORTH COAST,NA,32,29,2,0,24,2,0,3,3,0,0,0,0,0,6294000,196687.5,185000,80068,1875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,9,NORTHEAST,NORTHERN ROCKIES RM-PEACE RIVER,NA,183,125,20,0,91,6,2,13,11,0,2,0,44,1,49983258.03,273132.5575,216812,730523.51,2200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,9,REST OF PROVINCE,Rest of province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,53793288.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,9,THOMPSON/OKANAGAN,CENTRAL OKANAGAN,NA,730,712,20,2,350,220,109,11,4,2,5,0,3,4,419907165.3,575215.2949,473562.5,6819123.3,6801,11,13017800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,9,THOMPSON/OKANAGAN,COLUMBIA-SHUSWAP,NA,283,267,50,2,157,30,17,6,3,0,3,9,0,1,96079600.91,339503.8901,300000,1397998.2,3900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,9,THOMPSON/OKANAGAN,NORTH OKANAGAN,NA,276,268,20,1,165,58,14,6,3,1,2,0,2,0,130750921.9,473735.2243,390000,2041666.25,5660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,9,THOMPSON/OKANAGAN,OKANAGAN-SIMILKAMEEN,NA,352,328,30,1,173,72,39,3,2,0,1,6,15,0,147362536.8,418643.5703,360000,2189999.32,4579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,9,THOMPSON/OKANAGAN,THOMPSON-NICOLA,NA,430,420,25,1,305,58,26,6,5,0,1,1,1,2,150143031.1,349169.8397,339572.06,2015410.34,4300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,9,UNKNOWN,UNKNOWN,NA,128,111,0,0,10,6,91,7,0,1,6,3,3,4,81967022.62,640367.3642,472500,1480274.29,7450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,9,VANCOUVER ISLAND/COAST,ALBERNI-CLAYOQUOT,NA,225,216,29,2,159,15,4,3,2,0,1,4,1,1,104855400,466024,358000,1676626.5,4800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,9,VANCOUVER ISLAND/COAST,CAPITAL,NA,968,954,48,11,436,321,124,8,4,0,4,1,3,2,603050652.5,622986.2113,499950,9733675.89,7600,48,31547724.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,9,VANCOUVER ISLAND/COAST,CENTRAL COAST-MOUNT WADDINGTON,NA,49,44,4,1,30,9,0,3,3,0,0,1,0,1,7374466,150499.3061,134000,88678.66,1340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,9,VANCOUVER ISLAND/COAST,COMOX VALLEY,NA,258,249,13,0,137,51,41,5,0,4,1,4,0,0,101653361.7,394005.2779,348900,1427777.89,4675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,9,VANCOUVER ISLAND/COAST,COWICHAN VALLEY,NA,270,265,22,5,182,29,22,3,2,0,1,1,1,0,122511233.8,453745.3104,390000,1861090.06,5325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,9,VANCOUVER ISLAND/COAST,NANAIMO,NA,449,435,14,3,298,81,25,11,8,1,2,3,0,0,200060627.1,445569.3255,427000,3023826.73,6200,22,17313960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,9,VANCOUVER ISLAND/COAST,POWELL RIVER,NA,117,93,20,1,67,3,2,1,0,1,0,1,0,22,36555324.67,312438.6724,270000,542303.86,2917.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,9,VANCOUVER ISLAND/COAST,STRATHCONA,NA,149,147,6,2,113,26,0,1,1,0,0,1,0,0,51093854.6,342911.7758,325000,712127.08,4360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,10,CARIBOO,CARIBOO,NA,243,223,63,2,130,22,2,11,7,0,4,7,2,0,52435678.9,215784.6868,190000,677348.2,1850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,10,CARIBOO,FRASER-FORT GEORGE,NA,301,279,49,1,176,17,35,11,6,0,5,2,9,0,90857596.43,301852.4798,254600,1231141.43,2680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,10,KOOTENAY,CENTRAL KOOTENAY,NA,193,179,38,0,105,27,2,7,6,0,1,2,4,1,58245079.61,301787.9773,240000,857117.23,2700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,10,KOOTENAY,EAST KOOTENAY,NA,251,234,15,1,146,55,12,3,3,0,0,12,0,2,70884940.29,282410.1207,245000,992840.43,2640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,10,KOOTENAY,KOOTENAY-BOUNDARY,NA,184,173,24,0,109,31,3,1,0,0,1,9,1,0,49228080.26,267543.9145,230000,657203.44,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,10,MAINLAND/SOUTHWEST,FRASER VALLEY,NA,935,891,23,7,432,327,67,36,15,2,19,2,4,2,508797145.1,544168.0696,455000,8126114.35,6598,13,9514246.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,10,MAINLAND/SOUTHWEST,METRO VANCOUVER,NA,5760,5517,59,36,1710,2661,968,229,115,46,68,6,3,5,6092922014,1057798.961,684999.5,137851021.6,11600,190,217102431.2,18924393.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,182
2017,10,MAINLAND/SOUTHWEST,SQUAMISH-LILLOOET,NA,231,208,9,2,50,92,33,8,4,1,3,15,0,0,241696438.2,1046304.927,600000,5095376.32,9620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,10,MAINLAND/SOUTHWEST,SUNSHINE COAST,NA,128,124,21,0,85,16,2,1,1,0,0,3,0,0,73080823.95,570943.9371,502500,1203497.88,7990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,10,NECHAKO & NORTH COAST,BULKLEY-NECHAKO,NA,132,112,26,1,74,4,3,7,6,0,1,3,10,0,31996199.99,242395.4545,174250,501746.42,1742.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,10,NECHAKO & NORTH COAST,KITIMAT-STIKINE,NA,59,52,5,2,40,2,0,3,3,0,0,0,0,4,11957787.14,202674.3583,165000,143756.3,1600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,10,NECHAKO & NORTH COAST,NORTH COAST,NA,34,32,6,0,25,0,0,2,2,0,0,0,0,0,8017651,235813.2647,225000,108703.01,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,10,NORTHEAST,NORTHERN ROCKIES RM-PEACE RIVER,NA,154,117,19,0,79,2,9,9,6,0,3,3,23,2,38826459.56,252119.8673,219865,534607.28,2275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,10,REST OF PROVINCE,Rest of province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,115444857.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,139
2017,10,THOMPSON/OKANAGAN,CENTRAL OKANAGAN,NA,689,667,18,4,342,193,99,12,9,2,1,2,2,6,401234319.3,582342.9889,499800,6588029.81,7500,13,8175900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,10,THOMPSON/OKANAGAN,COLUMBIA-SHUSWAP,NA,261,238,56,0,143,17,16,9,6,1,2,10,1,3,85513376.18,327637.4566,312500,1185160.17,3500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,10,THOMPSON/OKANAGAN,NORTH OKANAGAN,NA,294,283,21,0,173,63,18,6,4,2,0,3,2,0,118853816.6,404264.6821,374500,1774047.32,5380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
