year,month,DevelopmentRegion,tot_mkt_trans,no_res_trans,n_res_acreage_trans,n_res_fam,n_res_1fam_dwelling,n_res_strata,n_res_other,n_comm_tran,n_comm_comm,n_comm_strata_nores,n_comm_other,n_recr_tran,n_farm_tran,n_unkn_tran,sum_FMV,mn_FMV,md_FMV,sum_PPT_paid,md_PPT,n_foreign_tran,sum_FMV_foreign,mn_FMV_foreign,md_FMV_foreign,add_tax_paid,RegionalDistrict,Municipality,n_res_1fam_suite,n_res_1fam_vacant_res,n_res_1fam_other,n_res_strata_row,n_res_strata_other,n_fth,n_nbh,sum_FMV_res,sum_FMV_foreign_res,md_FMV_foreign_res,mn_FMV_foreign_res,sum_invest_foreign_res,n_foreign_res,n_foreign_nonres,n_foreign_other
2017,11,Vancouver Island/Coast,2152,2075,149,14,1196,433,237,53,23,12,18,15,4,5,1157561507,537900.3285,430000,18202667.04,5800,59,50472465.52,855465.5173,675000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,12,Cariboo,300,260,64,0,171,16,5,27,12,0,15,5,6,2,75489157.45,251630.5248,211324,768847.97,1147.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,12,Kootenay,440,376,67,3,223,70,7,52,15,0,37,9,2,1,132645004.4,301465.9191,250000,1694055.91,2061.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,12,Mainland/Southwest,5554,5307,86,52,1769,2885,394,179,64,82,33,42,13,13,5881645604,1058992.727,632554.26,94777549.94,9560,234,252338931.1,1078371.5,620450,16738374.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,12,Nechako & North Coast,132,115,30,0,73,5,1,12,12,0,0,2,3,0,28287589.21,214299.9183,190350,251728.75,1149.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,12,Northeast,130,92,20,2,59,5,0,17,16,0,1,3,13,5,33865181.13,260501.3933,198711,310363.6,1375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,12,Rest of province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,7269247.99,330420.3632,233000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,12,Thompson/Okanagan,1294,1161,85,10,624,260,135,62,38,4,20,21,41,9,675268569.5,521845.8806,388375,9234590.29,3994.45,20,9958512.29,497925.6145,387450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,12,Unknown,28,24,0,0,6,4,7,1,0,0,1,1,0,2,9921026,354322.3571,279787.5,109225.54,1622.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,12,Vancouver Island/Coast,1699,1601,102,23,976,391,66,59,26,13,20,24,1,14,964547742.4,567714.9749,426000,15112996.59,5280,52,31974408.34,614892.4681,592619.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,1,CARIBOO,301,263,66,0,114,NA,1,26,19,1,6,0,11,1,69560509.42,231098.04,200000,752127,1380,NA,NA,NA,NA,NA,NA,NA,8,29,25,14,6,44,4,56031669.42,NA,NA,NA,NA,NA,NA,NA
2018,1,KOOTENAY,364,312,65,5,114,NA,2,42,35,5,2,1,9,0,92080178.63,252967.52,199500,1140585,1500,NA,NA,NA,NA,NA,NA,NA,3,35,32,15,41,33,5,72708359.4,NA,NA,NA,NA,NA,NA,NA
2018,1,MAINLAND/SOUTHWEST,5838,5507,100,33,1189,NA,516,293,76,204,13,6,31,1,5873434839,1006069.69,667672.5,101747914,10600,211,NA,NA,NA,10658553.71,NA,NA,442,149,117,898,2063,537,431,5301242236,202960418,750000,1062619.99,NA,191,20,NA
2018,1,NECHAKO & NORTH COAST,147,134,42,3,58,NA,0,8,8,0,0,3,2,0,27657192.3,188144.17,155000,303061,900,NA,NA,NA,NA,NA,NA,NA,5,7,12,5,2,27,0,26204792.3,NA,NA,NA,NA,NA,NA,NA
2018,1,NORTHEAST,110,92,18,1,53,NA,0,4,2,0,2,1,13,0,26456498.02,240513.62,225000,271099,1040,NA,NA,NA,NA,NA,NA,NA,1,3,11,3,2,30,2,24413383.82,NA,NA,NA,NA,NA,NA,NA
2018,1,REST OF PROVINCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4840047,52383.5,115239.21,NA,42,7,NA
2018,1,THOMPSON/OKANAGAN,1268,1165,76,4,422,NA,82,74,55,17,2,0,29,0,553505319.5,436518.39,359400,7535973,3790,nr,NA,NA,NA,NA,NA,NA,50,141,70,127,193,131,72,469105677,17356812,496000,694272.48,NA,25,nr,NA
2018,1,UNKNOWN,24,17,0,0,0,NA,17,0,0,0,0,2,0,5,10378670,432444.58,425000,89933,1905,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,4,7366170,NA,NA,NA,NA,NA,NA,NA
2018,1,VANCOUVER ISLAND/COAST,1638,1547,102,23,636,NA,77,82,41,37,4,1,6,2,839899811.4,512759.35,419900,11919967,5113,nr,NA,NA,NA,NA,NA,NA,126,126,98,100,259,209,81,788271408.5,26848752.38,599900,654847.62,NA,41,nr,NA
2018,2,CARIBOO,265,231,62,0,95,NA,6,17,15,0,2,0,16,1,66474290.29,250846.38,175000,754385,975,NA,NA,NA,NA,NA,NA,NA,5,23,17,15,8,52,10,48289193.96,NA,NA,NA,NA,NA,NA,NA
2018,2,KOOTENAY,296,268,38,3,106,NA,3,23,20,2,1,2,3,0,84662731.67,286022.74,225750,1045793,1668,NA,NA,NA,NA,NA,NA,NA,8,38,11,17,44,38,2,73579329.1,NA,NA,NA,NA,NA,NA,NA
2018,2,MAINLAND/SOUTHWEST,4579,4352,80,34,916,NA,635,202,66,122,14,4,21,0,4645824886,1014593.77,685000,86227504,10820,241,NA,NA,NA,11816541.36,NA,NA,353,119,92,635,1488,379,353,4066842468,224247077.7,682900,1014692.66,NA,221,20,NA
2018,2,NECHAKO & NORTH COAST,153,129,36,0,37,NA,0,20,19,0,1,0,4,0,31577594.01,206389.5,120000,367240,790,NA,NA,NA,NA,NA,NA,NA,6,6,17,2,25,26,3,21038394.01,NA,NA,NA,NA,NA,NA,NA
2018,2,NORTHEAST,110,90,23,1,32,NA,3,6,6,0,0,0,13,1,25401107.44,230919.16,175250,276862,914,NA,NA,NA,NA,NA,NA,NA,2,11,11,2,5,26,2,19497320.63,NA,NA,NA,NA,NA,NA,NA
2018,2,REST OF PROVINCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2935812,144260,183488.25,NA,16,nr,NA
2018,2,THOMPSON/OKANAGAN,1121,1019,70,17,364,NA,140,67,41,20,6,6,19,10,590677410.5,526920.08,392500,7323953,4430,29,NA,NA,NA,NA,NA,NA,42,69,56,102,159,112,82,525416677.6,8814750,485900,587650,NA,15,14,NA
2018,2,UNKNOWN,12,5,0,0,0,NA,5,1,0,0,1,0,0,6,2434125,202843.75,60000,37232,600,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1886900,NA,NA,NA,NA,NA,NA,NA
2018,2,VANCOUVER ISLAND/COAST,1373,1272,80,14,481,NA,124,81,36,35,10,2,10,8,714904025.5,520687.56,410000,10667012,4700,49,NA,NA,NA,NA,NA,NA,86,95,88,80,224,146,81,623426776.3,29062986.61,685900,745204.78,NA,39,10,NA
2018,3,CARIBOO,328,301,66,2,126,NA,7,20,20,0,0,0,6,1,79828983.51,243381.05,219500,779724,1125,NA,NA,NA,NA,NA,NA,NA,14,45,23,9,9,66,15,67554547.5,NA,NA,NA,NA,NA,NA,NA
2018,3,KOOTENAY,391,338,53,5,131,NA,12,46,36,10,0,1,6,0,111198786.9,284395.87,241258.34,1373738,1750,NA,NA,NA,NA,NA,NA,NA,7,35,20,32,43,54,9,94608903.11,NA,NA,NA,NA,NA,NA,NA
2018,3,MAINLAND/SOUTHWEST,5077,4807,90,27,1053,NA,604,233,79,133,21,3,33,1,5716992471,1126057.21,694400,120327664,11200,183,NA,NA,NA,15883531.63,NA,NA,365,140,102,783,1643,419,334,4588512311,183556447.2,818000,1169149.34,NA,157,26,NA
2018,3,NECHAKO & NORTH COAST,142,126,22,5,50,NA,1,9,9,0,0,1,6,0,29328009,206535.27,165750,326139,1000,NA,NA,NA,NA,NA,NA,NA,6,17,17,5,3,31,1,23694795,NA,NA,NA,NA,NA,NA,NA
2018,3,NORTHEAST,148,124,27,2,58,NA,6,10,10,0,0,1,13,0,54212843.01,366302.99,223750,825376,1189,NA,NA,NA,NA,NA,NA,NA,2,6,16,3,4,29,4,32822875.01,NA,NA,NA,NA,NA,NA,NA
2018,3,REST OF PROVINCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4285497.38,306000,252088.08,NA,17,16,NA
2018,3,THOMPSON/OKANAGAN,1250,1145,98,9,422,NA,62,59,42,14,3,2,42,2,618865561.5,495092.45,400000,8951894,4800,14,NA,NA,NA,NA,NA,NA,50,109,68,138,189,153,66,519526192.2,3736300,339900,415144.44,NA,9,5,NA
2018,3,UNKNOWN,11,7,0,0,0,NA,7,0,0,0,0,2,1,1,3506480,318770.91,204000,75640,51,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2292620,NA,NA,NA,NA,NA,NA,NA
2018,3,VANCOUVER ISLAND/COAST,1762,1640,115,24,612,NA,138,109,56,45,8,1,9,3,910708880.4,516860.89,430000,12973329,5180,nr,NA,NA,NA,NA,NA,NA,108,133,95,132,283,189,125,822683348.7,30226338.79,640000,737227.78,NA,41,nr,NA
2018,4,CARIBOO,330,306,69,3,134,NA,3,16,14,0,2,0,8,0,85459387.15,258967.84,242000,876608,1289,NA,NA,NA,NA,NA,NA,NA,18,31,17,20,11,72,15,74801287.15,NA,NA,NA,NA,NA,NA,NA
2018,4,KOOTENAY,461,418,45,2,187,NA,5,30,22,4,4,3,9,1,126558833.5,274531.09,233500,1430447,1720,NA,NA,NA,NA,NA,NA,NA,11,56,39,23,50,71,10,111183252.1,NA,NA,NA,NA,NA,NA,NA
2018,4,MAINLAND/SOUTHWEST,5362,5072,95,62,1161,NA,40,252,95,137,20,1,35,2,6244391392,1164563.86,704900,140042096,11660,179,NA,NA,NA,14355392.46,NA,NA,429,151,132,1022,1980,446,333,5322655469,169043280.1,791000,1104858.04,NA,153,26,NA
2018,4,NECHAKO & NORTH COAST,194,169,30,1,86,NA,1,14,13,1,0,1,10,0,41493144.23,213882.19,208750,369775,1026,NA,NA,NA,NA,NA,NA,NA,11,15,14,6,5,51,3,36979335.91,NA,NA,NA,NA,NA,NA,NA
2018,4,NORTHEAST,117,101,21,1,49,NA,0,11,8,3,0,0,5,0,33537585.16,286646.03,247000,400064,1299,NA,NA,NA,NA,NA,NA,NA,2,6,14,3,5,32,0,23936290.16,NA,NA,NA,NA,NA,NA,NA
2018,4,REST OF PROVINCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6111698.48,295000,436549.89,NA,14,9,NA
2018,4,THOMPSON/OKANAGAN,1603,1479,107,8,562,NA,48,68,51,13,4,2,54,0,812027657.4,506567.47,401250,12328892,4900,nr,NA,NA,NA,893,NA,NA,65,153,109,190,237,194,82,685373359.9,8062720,430500,474277.65,NA,17,nr,NA
2018,4,UNKNOWN,4,3,0,0,0,NA,3,0,0,0,0,1,0,0,11080500,2770125,480750,nr,nr,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1171500,NA,NA,NA,NA,NA,NA,NA
2018,4,VANCOUVER ISLAND/COAST,1847,1706,106,20,738,NA,46,122,47,67,8,2,13,4,1010187779,546934.37,440000,15189084,5600,81,NA,NA,NA,176603.11,NA,NA,116,159,91,153,277,214,119,894112085.4,26741832.65,725709.18,742828.68,NA,36,45,NA
2018,5,CARIBOO,478,449,118,1,185,NA,0,21,19,1,1,0,8,0,125287190,262107,240000,1247690,1205,NA,NA,NA,NA,NA,NA,NA,21,37,53,25,9,118,18,109151723,NA,NA,NA,NA,NA,NA,NA
2018,5,KOOTENAY,664,602,92,2,222,NA,15,37,22,0,15,2,10,13,176275745,265476,235000,2153286,1825,NA,NA,NA,NA,NA,NA,NA,17,98,29,41,86,68,13,161188516,NA,NA,NA,NA,NA,NA,NA
2018,5,MAINLAND/SOUTHWEST,6350,5990,91,46,1311,NA,190,316,80,205,31,5,38,1,6548935203,1031328,655000,123785345,10530,197,NA,NA,NA,12942750,NA,NA,402,210,142,1110,2488,526,476,5590720228,175634960,752500,992288,NA,177,20,NA
2018,5,NECHAKO & NORTH COAST,221,210,57,3,85,NA,3,10,10,0,0,0,1,0,49020124,221811,200000,484680,975,NA,NA,NA,NA,NA,NA,NA,5,20,24,10,3,54,3,46409584,NA,NA,NA,NA,NA,NA,NA
2018,5,NORTHEAST,195,154,34,7,66,NA,6,13,11,0,2,0,28,0,55133319,282735,230000,651341,1240,NA,NA,NA,NA,NA,NA,NA,0,18,17,5,1,48,2,37400122,NA,NA,NA,NA,NA,NA,NA
2018,5,REST OF PROVINCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8514375,262000,274657,NA,31,nr,NA
2018,5,THOMPSON/OKANAGAN,1898,1748,135,10,646,NA,12,85,60,21,4,3,62,0,899253410,473790,382800,13014919,4531,26,NA,NA,NA,1230,NA,NA,81,182,118,188,376,218,122,770619650,11147883,460500,530852,NA,21,5,NA
2018,5,UNKNOWN,3,0,0,0,0,NA,0,0,0,0,0,1,1,1,450099,150033,200000,4900,2000,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
2018,5,VANCOUVER ISLAND/COAST,2203,2098,158,29,829,NA,93,88,48,33,7,1,13,3,1178431359,534921,449900,16804838,5500,64,NA,NA,NA,367782,NA,NA,129,218,95,213,334,253,153,1101173628,49330863,515000,836116,NA,59,5,NA
2018,6,CARIBOO,559,520,139,4,239,NA,1,26,20,0,6,0,13,0,155517373.6,278206.3928,260000,1748521.42,1900,NA,NA,NA,NA,NA,NA,NA,28,42,35,16,16,114,14,138200813.6,NA,NA,NA,NA,NA,NA,NA
2018,6,KOOTENAY,867,822,96,4,322,NA,2,32,27,1,4,0,12,1,238175214.9,274711.8973,239500,2804558.12,1740,NA,NA,NA,NA,NA,NA,NA,12,91,55,55,185,117,19,221704160.9,NA,NA,NA,NA,NA,NA,NA
2018,6,MAINLAND/SOUTHWEST,6786,6481,125,88,1445,NA,331,266,82,165,19,4,34,1,6304922737,929107.3883,650000,114639597.2,10520,171,NA,NA,NA,18902006.03,NA,NA,433,216,113,1168,2562,554,681,5689260348,188548218,718000,1216440.116,NA,155,16,NA
2018,6,NECHAKO & NORTH COAST,278,252,56,3,132,NA,0,22,18,0,4,1,3,0,67166571.01,241606.3705,217600,711038.02,1157.5,NA,NA,NA,NA,NA,NA,NA,7,22,24,5,3,79,3,56872747.95,NA,NA,NA,NA,NA,NA,NA
2018,6,NORTHEAST,173,149,42,0,72,NA,1,12,12,0,0,1,11,0,56675783.34,327605.684,284000,680027.98,1500,NA,NA,NA,NA,NA,NA,NA,0,9,17,7,1,57,3,41534561.84,NA,NA,NA,NA,NA,NA,NA
2018,6,THOMPSON/OKANAGAN,1978,1836,126,13,804,NA,13,94,74,18,2,2,46,0,954990350.1,482806.0415,414750,13504593.23,5074,15,NA,NA,NA,87950,NA,NA,86,178,135,203,278,241,89,836628246,5302000,433500,530200,NA,10,5,NA
2018,6,UNKNOWN,9,2,0,0,0,NA,2,0,0,0,0,0,0,7,1052000,116888.8889,0,3040,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,850000,NA,NA,NA,NA,NA,NA,NA
2018,6,VANCOUVER ISLAND/COAST,2445,2316,185,21,976,NA,71,111,42,49,20,0,10,8,1353812074,553706.3698,465000,20196329.95,6200,59,NA,NA,NA,226230.5,NA,NA,145,182,139,192,405,286,140,1241614493,27241033.1,440000,534137.9039,NA,51,8,NA
2018,6,REST OF PROVINCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6427638.95,278000,279462.563,NA,23,9,NA
2018,7,CARIBOO,543,515,120,1,245,NA,1,20,19,1,0,0,8,0,151776269,279514.3075,260000,1658454.89,1750,NA,NA,NA,NA,NA,NA,NA,31,46,37,20,14,128,8,139345633,NA,NA,NA,NA,NA,NA,NA
2018,7,KOOTENAY,655,615,89,2,281,NA,1,30,24,4,2,1,9,0,715043330.7,1091669.207,250000,16687191.85,1800,NA,NA,NA,NA,NA,NA,NA,14,95,41,28,64,91,13,215839605.6,NA,NA,NA,NA,NA,NA,NA
2018,7,MAINLAND/SOUTHWEST,6782,6503,103,44,1411,NA,700,227,76,140,11,3,47,2,6752428274,995639.6748,665000,130836962.1,10700,133,NA,NA,NA,10115671.99,NA,NA,445,211,123,1175,2291,537,754,5921541852,174658847,902444.44,1431629.893,NA,122,11,NA
2018,7,NECHAKO & NORTH COAST,257,242,39,0,132,NA,0,12,10,0,2,0,3,0,63664633.81,247722.3105,243000,621957.48,1580,NA,NA,NA,NA,NA,NA,NA,8,33,21,6,3,73,0,61128639,NA,NA,NA,NA,NA,NA,NA
2018,7,NORTHEAST,201,176,40,0,85,NA,0,13,12,0,1,1,11,0,59195019.77,294502.5859,250000,687209,1250,NA,NA,NA,NA,NA,NA,NA,2,25,17,6,1,47,4,50260608.82,NA,NA,NA,NA,NA,NA,NA
2018,7,THOMPSON/OKANAGAN,1823,1725,141,13,776,NA,16,58,44,13,1,3,36,1,937851312.1,514454.9161,425202.15,13618379.17,5500,nr,NA,NA,NA,484504,NA,NA,75,166,100,218,220,214,83,857231520.1,9570000,529500,683571.4286,NA,14,nr,NA
2018,7,UNKNOWN,11,10,0,0,0,NA,10,0,0,0,0,1,0,0,5442773.75,494797.6136,495900,34892.2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,6,5399273.75,NA,NA,NA,NA,NA,NA,NA
2018,7,VANCOUVER ISLAND/COAST,2335,2217,161,14,945,NA,18,98,43,44,11,1,11,8,1248711176,534779.9468,464000,18436361.14,6210,nr,NA,NA,NA,112198.4,NA,NA,144,216,108,231,380,287,116,1149146267,7029100,495000,585758.3333,NA,12,nr,NA
2018,7,REST OF PROVINCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10675452.63,357500,344369.4397,NA,31,12,NA
2018,8,CARIBOO,509,463,137,1,209,NA,0,28,23,0,5,0,18,0,166895606.9,327889.208,281000,2049705.32,1800,NA,NA,NA,NA,NA,NA,NA,22,37,32,16,9,137,11,129518201.9,NA,NA,NA,NA,NA,NA,NA
2018,8,KOOTENAY,826,787,114,1,308,NA,0,29,21,0,8,2,8,0,234847234.4,284318.6858,244500,2953990.57,1695,NA,NA,NA,NA,NA,NA,NA,15,168,64,43,74,104,13,217275839.4,NA,NA,NA,NA,NA,NA,NA
2018,8,MAINLAND/SOUTHWEST,6059,5765,98,42,1369,NA,342,266,72,172,22,3,24,1,6558794215,1082487.905,692000,132173863.3,11396,153,NA,NA,NA,12033829.56,NA,NA,427,245,128,1057,2057,509,396,5501676100,182479034.2,855000,1361783.838,NA,134,19,NA
2018,8,NECHAKO & NORTH COAST,272,260,60,4,124,NA,2,6,5,1,0,2,4,0,65117728.67,239403.4142,231500,637240.27,1390,NA,NA,NA,NA,NA,NA,NA,7,20,28,9,6,70,7,61954635.67,NA,NA,NA,NA,NA,NA,NA
2018,8,NORTHEAST,210,180,37,8,86,NA,0,7,6,1,0,0,23,0,69802624.34,332393.4492,268000,896878.81,1836.59,NA,NA,NA,NA,NA,NA,NA,0,11,23,8,7,49,2,62865709.34,NA,NA,NA,NA,NA,NA,NA
2018,8,THOMPSON/OKANAGAN,2165,2014,164,9,820,NA,71,86,38,46,2,19,43,3,1033378054,477310.8794,410000,15046336.99,4920,nr,NA,NA,NA,356932,NA,NA,94,181,119,261,295,243,107,942594726.8,17371848.5,374408.5,469509.4189,NA,37,nr,NA
2018,8,UNKNOWN,7,5,0,0,0,NA,5,0,0,0,0,0,2,0,1729473.13,247067.59,244900,13669.82,1449,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,2,1474643,NA,NA,NA,NA,NA,NA,NA
2018,8,VANCOUVER ISLAND/COAST,2398,2278,152,13,992,NA,28,104,60,32,12,1,15,0,1366342222,569784.0793,479250,20252888.19,6600,nr,NA,NA,NA,1882149.55,NA,NA,168,137,154,211,423,282,132,1270198882,28687592.76,503500,683037.9229,NA,42,nr,NA
2018,8,REST OF PROVINCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11273522.33,205000,281838.0583,NA,40,18,NA
2018,9,CARIBOO,430,403,86,3,193,NA,0,12,9,0,3,1,13,1,117604743.8,273499.4041,263600,1195028.16,1630.665,NA,NA,NA,NA,NA,NA,NA,22,33,37,18,11,101,14,110005058.8,NA,NA,NA,NA,NA,NA,NA
2018,9,KOOTENAY,526,481,79,9,206,NA,0,29,12,6,11,2,12,2,147805315.9,280998.6994,240000,1830789.74,1850,NA,NA,NA,NA,NA,NA,NA,12,64,31,34,46,69,3,133514420.7,NA,NA,NA,NA,NA,NA,NA
2018,9,MAINLAND/SOUTHWEST,5005,4766,111,43,946,NA,283,203,71,126,6,2,34,0,4941069097,987226.5929,668900,96366371.73,10500,154,NA,NA,NA,16712982.55,NA,NA,300,158,96,795,2034,364,611,4383856650,151345272.2,755900,1065811.776,NA,142,12,NA
2018,9,NECHAKO & NORTH COAST,188,171,39,1,76,NA,0,9,9,0,0,0,8,0,45915875.39,244233.3797,220000,440173.22,1200,NA,NA,NA,NA,NA,NA,NA,8,15,20,9,3,53,5,41377587.39,NA,NA,NA,NA,NA,NA,NA
2018,9,NORTHEAST,144,112,27,2,57,NA,0,8,8,0,0,0,24,0,37502352.1,260433.0007,231498.06,418338.05,1073.3,NA,NA,NA,NA,NA,NA,NA,0,8,12,3,3,29,5,29978524.1,NA,NA,NA,NA,NA,NA,NA
2018,9,THOMPSON/OKANAGAN,1619,1441,126,6,567,NA,21,154,130,21,3,3,21,0,816798315,504507.9153,410000,11844829.96,4400,13,NA,NA,NA,0,NA,NA,47,173,102,179,220,178,165,695523537,4434500,597750,739083.3333,NA,6,7,NA
2018,9,UNKNOWN,8,8,0,0,0,NA,8,0,0,0,0,0,0,0,4962501.25,620312.6563,580767.5,64158.68,8401.15,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,2,4962501.25,NA,NA,NA,NA,NA,NA,NA
2018,9,VANCOUVER ISLAND/COAST,1739,1646,115,20,672,NA,23,77,33,39,5,2,11,3,981477461.6,564391.8698,475000,14956451.13,6460,22,NA,NA,NA,856520,NA,NA,109,185,98,166,258,179,92,903639698.1,10750100,387500,488640.9091,NA,22,0,NA
2018,9,REST OF PROVINCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7016563.75,255000,350828.1875,NA,20,5,NA
2018,10,CARIBOO,436,402,95,3,188,NA,0,15,10,0,5,1,18,0,109716350.1,251643.0049,251750,1055802.61,1311.66,NA,NA,NA,NA,NA,NA,NA,12,36,41,19,8,104,14,99562232.14,NA,NA,NA,NA,NA,NA,NA
2018,10,KOOTENAY,637,603,92,9,230,NA,2,21,19,0,2,2,11,0,185682229.2,291494.8653,250000,2097626.87,1950,NA,NA,NA,NA,NA,NA,NA,14,84,39,45,88,102,6,172676616.6,NA,NA,NA,NA,NA,NA,NA
2018,10,MAINLAND/SOUTHWEST,5156,4924,115,31,1005,NA,380,189,67,103,19,13,26,4,5308810095,1029637.334,648500,104639242.3,10400,141,NA,NA,NA,15699795.74,NA,NA,322,253,109,881,1828,443,499,4617438798,143306509.6,808950,1102357.766,NA,130,11,NA
2018,10,NECHAKO & NORTH COAST,288,250,49,2,118,NA,0,31,14,0,17,0,7,0,63089547.36,219060.9283,200775,626558.04,1303.835,NA,NA,NA,NA,NA,NA,NA,7,33,22,14,5,61,5,56797547.36,NA,NA,NA,NA,NA,NA,NA
2018,10,NORTHEAST,180,151,33,0,73,NA,0,9,9,0,0,0,20,0,45933869.97,255188.1665,215946.255,490754,1087.5,NA,NA,NA,NA,NA,NA,NA,4,16,16,5,4,41,6,34921933.97,NA,NA,NA,NA,NA,NA,NA
2018,10,THOMPSON/OKANAGAN,1759,1619,121,11,583,NA,11,89,61,24,4,2,49,0,856254072.1,486784.5777,385000,13576920.01,4440,nr,NA,NA,NA,63230,NA,NA,65,157,105,182,384,184,133,752186326.1,10165422.8,541250,564745.7111,NA,18,nr,NA
2018,10,UNKNOWN,9,9,0,0,0,NA,9,0,0,0,0,0,0,0,5283097.75,587010.8611,600215,20281.06,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,7,5283097.75,NA,NA,NA,NA,NA,NA,NA
2018,10,VANCOUVER ISLAND/COAST,1933,1822,120,19,714,NA,7,106,54,42,10,1,4,0,1086370251,562012.5459,444500,17719741.39,5700,nr,NA,NA,NA,808363.44,NA,NA,128,230,102,189,313,209,110,984246791.5,17619450.26,355000,652572.2319,NA,27,nr,NA
2018,10,REST OF PROVINCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14109874.45,242219.23,427571.953,NA,33,9,NA
2018,11,CARIBOO,411,364,100,0,157,NA,1,17,15,0,2,0,30,0,107844793.1,262396.0903,221000,1190242.4,1333.2,NA,NA,NA,NA,NA,NA,NA,19,33,29,9,16,85,7,87439644.92,NA,NA,NA,NA,NA,NA,NA
2018,11,KOOTENAY,519,479,67,1,203,NA,0,23,20,1,2,3,8,6,160647379.4,309532.5229,270000,1993122.42,2110,NA,NA,NA,NA,NA,NA,NA,10,67,36,32,63,83,12,140971935.8,NA,NA,NA,NA,NA,NA,NA
