"Geographic code","Geographic name, english","Geographic name, french","Province / territory, english","Province / territory, french","Geographic code, Province / territory","Population, 2016","Incompletely enumerated Indian reserves and Indian settlements, 2016","Population, 2011","2011 adjusted population flag","Population, % change","Total private dwellings, 2016","Private dwellings occupied by usual residents, 2016","Land area in square kilometres, 2016","Population density per square kilometre, 2016",
"1010","Avalon Peninsula","Avalon Peninsula","Newfoundland and Labrador","Terre-Neuve-et-Labrador",10,270348,F,262410,F,3.0,131336,112620,9220.61,29.3
"1020","South Coast--Burin Peninsula","Côte-sud--Burin Peninsula","Newfoundland and Labrador","Terre-Neuve-et-Labrador",10,35932,F,37657,F,-4.6,19786,15510,26011.75,1.4
"1030","West Coast--Northern Peninsula--Labrador","Côte-ouest--Northern Peninsula--Labrador","Newfoundland and Labrador","Terre-Neuve-et-Labrador",10,105205,F,105358,F,-0.1,53311,43951,300056.07,0.4
"1040","Notre Dame--Central Bonavista Bay","Notre Dame--Central Bonavista Bay","Newfoundland and Labrador","Terre-Neuve-et-Labrador",10,108231,F,109111,F,-0.8,61306,46592,35225.64,3.1
"1110","Prince Edward Island","Île-du-Prince-Édouard","Prince Edward Island","Île-du-Prince-Édouard",11,142907,F,140204,F,1.9,71119,59472,5686.03,25.1
"1210","Cape Breton","Cape Breton","Nova Scotia","Nouvelle-Écosse",12,132010,F,135974,F,-2.9,66640,57516,10405.98,12.7
"1220","North Shore","Côte-nord","Nova Scotia","Nouvelle-Écosse",12,151264,F,155696,F,-2.8,81380,66826,16254.41,9.3
"1230","Annapolis Valley","Annapolis Valley","Nova Scotia","Nouvelle-Écosse",12,123749,F,123649,F,0.1,59780,52767,8367.78,14.8
"1240","Southern","Sud","Nova Scotia","Nouvelle-Écosse",12,113185,F,116080,F,-2.5,63290,51422,12417.79,9.1
"1250","Halifax","Halifax","Nova Scotia","Nouvelle-Écosse",12,403390,F,390328,F,3.3,187478,173459,5496.31,73.4
"1310","Campbellton--Miramichi","Campbellton--Miramichi","New Brunswick","Nouveau-Brunswick",13,154351,F,158741,F,-2.8,75840,68056,26192.45,5.9
"1320","Moncton--Richibucto","Moncton--Richibucto","New Brunswick","Nouveau-Brunswick",13,209256,F,203837,F,2.7,101201,89493,10026.95,20.9
"1330","Saint John--St. Stephen","Saint John--St. Stephen","New Brunswick","Nouveau-Brunswick",13,168389,F,172764,F,-2.5,79908,71011,8374.89,20.1
"1340","Fredericton--Oromocto","Fredericton--Oromocto","New Brunswick","Nouveau-Brunswick",13,137527,F,135467,F,1.5,65997,57784,14514.34,9.5
