"Geographic code","Geographic name, english","Geographic name, french","Population centre size group, english","Population centre size group, french","Type of population centre, english","Type of population centre, french","Province / territory, english","Province / territory, french","Geographic code, Province / territory","Additional province code","Population, 2016","Incompletely enumerated Indian reserves and Indian settlements, 2016","Population, 2011","2011 adjusted population flag","Population, % change","Total private dwellings, 2016","Private dwellings occupied by usual residents, 2016","Land area in square kilometres, 2016","Population density per square kilometre, 2016",
"0159","Charlottetown","Charlottetown","Medium population centre (30,000 to 99,999)","Moyen centre de population (30 000 à 99 999)","Core","Noyau","Prince Edward Island","Île-du-Prince-Édouard",11,,44739,F,41613,T,7.5,20771,19512,49.30,907.4,
"0161","Chase","Chase","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","British Columbia","Colombie-Britannique",59,,2263,F,2463,T,-8.1,1158,1078,2.33,969.5,
"0162","Château-Richer","Château-Richer","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Quebec","Québec",24,,1503,F,1377,T,9.2,670,642,1.80,833.3,
"0167","Chatham","Chatham","Medium population centre (30,000 to 99,999)","Moyen centre de population (30 000 à 99 999)","Core","Noyau","Ontario","Ontario",35,,43550,F,44676,T,-2.5,19829,18958,31.36,1388.7,
"0169","Chemainus","Chemainus","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","British Columbia","Colombie-Britannique",59,,3021,F,2914,T,3.7,1609,1548,2.09,1447.6,
"0170","Chesley","Chesley","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Ontario","Ontario",35,,1843,F,1895,T,-2.7,873,795,1.91,963.5,
"0171","Chester","Chester","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Nova Scotia","Nouvelle-Écosse",12,,1458,F,1484,T,-1.8,961,702,3.59,405.9,
"0172","Chesterville","Chesterville","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Ontario","Ontario",35,,1677,F,1448,T,15.8,699,678,1.86,900.3,
"0175","Chibougamau","Chibougamau","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,6862,F,6948,F,-1.2,3215,2994,6.03,1137.4,
"0176","Chicoutimi - Jonquière","Chicoutimi - Jonquière","Large urban population centre (100,000 or more)","Grand centre de population urbain (100 000 et plus)","Core","Noyau","Quebec","Québec",24,,104222,F,104589,T,-0.4,50969,48460,90.33,1153.8,
"0177","Chilliwack","Chilliwack","Medium population centre (30,000 to 99,999)","Moyen centre de population (30 000 à 99 999)","Core","Noyau","British Columbia","Colombie-Britannique",59,,73161,F,67374,T,8.6,30902,29685,54.09,1352.6,
"0181","Chute-aux-Outardes","Chute-aux-Outardes","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Quebec","Québec",24,,1059,F,1065,T,-0.6,486,459,0.48,2192.5,
"0182","Clarenville-Shoal Harbour","Clarenville-Shoal Harbour","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Newfoundland and Labrador","Terre-Neuve-et-Labrador",10,,5809,F,5472,T,6.2,2603,2321,12.34,470.6,
"0183","Claresholm","Claresholm","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Alberta","Alberta",48,,3424,F,3378,T,1.4,1602,1507,2.68,1276.0,
"0186","Clermont","Clermont","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,2765,F,2805,T,-1.4,1330,1258,3.75,737.9,
"0187","Clinton","Clinton","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Ontario","Ontario",35,,3049,F,2979,T,2.3,1426,1380,2.89,1055.9,
"0188","Coaldale","Coaldale","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Alberta","Alberta",48,,8153,F,7239,T,12.6,3036,2977,5.92,1378.4,
"0189","Coaticook","Coaticook","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,6524,F,6780,T,-3.8,3042,2968,8.71,748.9,
"0190","Cobourg","Cobourg","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Core","Noyau","Ontario","Ontario",35,,19031,F,18088,T,5.2,8788,8471,15.54,1224.6,
"0191","Cochrane","Cochrane","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Secondary core","Noyau secondaire","Alberta","Alberta",48,,25289,F,17433,T,45.1,9959,9542,23.40,1080.6,
"0192","Cochrane","Cochrane","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Ontario","Ontario",35,,3648,F,3709,T,-1.6,1644,1547,3.64,1003.2,
"0193","Colborne","Colborne","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Ontario","Ontario",35,,1577,F,1405,T,12.2,717,708,1.74,904.0,
"0198","Collingwood","Collingwood","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Core","Noyau","Ontario","Ontario",35,,20102,F,17986,T,11.8,10580,8800,15.69,1280.8,
"0201","Contrecoeur","Contrecoeur","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,6236,F,4311,T,44.7,2882,2788,4.31,1447.3,
"0202","Cookshire","Cookshire","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1021,F,916,T,11.5,449,427,2.02,506.2,
"0204","Corner Brook","Corner Brook","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Core","Noyau","Newfoundland and Labrador","Terre-Neuve-et-Labrador",10,,19547,F,19631,T,-0.4,9265,8655,21.75,898.7,
"0205","Cornwall","Cornwall","Medium population centre (30,000 to 99,999)","Moyen centre de population (30 000 à 99 999)","Core","Noyau","Ontario","Ontario",35,,45723,F,45508,T,0.5,21300,20584,30.31,1508.4,
"0207","Courtenay","Courtenay","Medium population centre (30,000 to 99,999)","Moyen centre de population (30 000 à 99 999)","Core","Noyau","British Columbia","Colombie-Britannique",59,,45018,F,43346,T,3.9,20903,20266,55.47,811.6,
"0208","Cowansville","Cowansville","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Core","Noyau","Quebec","Québec",24,,11809,F,10947,T,7.9,5692,5444,14.72,802.3,
"0209","Crabtree","Crabtree","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,3004,F,2428,T,23.7,1327,1296,1.83,1639.0,
"0210","Cranbrook","Cranbrook","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Core","Noyau","British Columbia","Colombie-Britannique",59,,19259,F,18761,T,2.7,8418,8179,14.74,1306.9,
"0212","Creston","Creston","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","British Columbia","Colombie-Britannique",59,,5226,F,5159,T,1.3,2679,2530,6.09,857.5,
"0213","Cumberland","Cumberland","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","British Columbia","Colombie-Britannique",59,,3600,F,3271,T,10.1,1542,1503,3.92,918.7,
"0214","Dalhousie","Dalhousie","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","New Brunswick","Nouveau-Brunswick",13,,2351,F,2599,T,-9.5,1294,1145,2.59,908.3,
"0215","Dauphin","Dauphin","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Manitoba","Manitoba",46,,8095,F,7779,T,4.1,3766,3469,7.01,1154.8,
"0217","Dawson Creek","Dawson Creek","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Core","Noyau","British Columbia","Colombie-Britannique",59,,11574,F,10987,T,5.3,5673,4782,12.48,927.4,
"0218","Deep River","Deep River","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Ontario","Ontario",35,,3658,F,3800,T,-3.7,1784,1657,3.69,991.9,
"0219","Deer Lake","Deer Lake","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Newfoundland and Labrador","Terre-Neuve-et-Labrador",10,,4602,F,4552,T,1.1,1995,1888,7.94,579.5,
"0220","Dégelis","Dégelis","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1798,F,1874,T,-4.1,942,878,2.14,839.6,
"0221","Delhi","Delhi","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Ontario","Ontario",35,,4240,F,4172,F,1.6,1890,1823,2.97,1429.1,
"0225","Deseronto","Deseronto","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Ontario","Ontario",35,,1645,F,1673,T,-1.7,716,684,1.27,1299.9,
"0226","Devon","Devon","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Alberta","Alberta",48,,6578,F,6515,T,1.0,2493,2415,14.30,460.2,
"0227","Didsbury","Didsbury","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Alberta","Alberta",48,,5222,F,4905,T,6.5,2098,2013,5.52,946.7,
"0229","Digby","Digby","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Nova Scotia","Nouvelle-Écosse",12,,2060,F,2152,F,-4.3,1145,1036,3.15,654.6,
"0230","Disraeli","Disraeli","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,2212,F,2375,T,-6.9,1245,1150,2.58,857.0,
"0231","Dolbeau","Dolbeau","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Core","Noyau","Quebec","Québec",24,,11388,F,11476,T,-0.8,5188,5026,10.45,1090.0,
"0233","Donnacona","Donnacona","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,8418,F,7328,T,14.9,3828,3743,9.02,933.1,
